X;Explicit;Implicit
84,015595;20,000000;20,000000
84,210526;20,000000;20,000000
84,405458;20,000000;20,000000
84,600390;20,000000;20,000000
84,795322;20,000000;20,000000
84,990253;20,000000;20,000000
85,185185;20,000000;20,000000
85,380117;20,000000;20,000000
85,575049;20,000000;20,000000
85,769981;20,000000;20,000000
85,964912;20,000000;20,000000
86,159844;20,000000;20,000000
86,354776;20,000000;20,000000
86,549708;20,000000;20,000000
86,744639;20,000000;20,000000
86,939571;20,000000;20,000000
87,134503;20,000000;20,000000
87,329435;20,000000;20,000000
87,524366;20,000000;20,000000
87,719298;20,000000;20,000000
87,914230;20,000000;20,000000
88,109162;20,000000;20,000000
88,304094;20,000000;20,000000
88,499025;20,000000;20,000000
88,693957;20,000000;20,000000
88,888889;20,000000;20,000000
89,083821;20,000000;20,000000
89,278752;20,000000;20,000000
89,473684;20,000000;20,000000
89,668616;20,000000;20,000000
89,863548;20,000000;20,000000
90,058480;20,000000;20,000000
90,253411;20,000000;20,000000
90,448343;20,000000;20,000000
90,643275;20,000000;20,000000
90,838207;20,000000;20,000000
91,033138;20,000000;20,000000
91,228070;20,000000;20,000000
91,423002;20,000000;20,000000
91,617934;20,000000;20,000000
91,812865;20,000000;20,000000
92,007797;20,000000;20,000000
92,202729;20,000000;20,000000
92,397661;20,000000;20,000000
92,592593;20,000000;20,000000
92,787524;20,000000;20,000000
92,982456;20,000000;20,000000
93,177388;20,000000;20,000000
93,372320;20,000000;20,000001
93,567251;20,000000;20,000002
93,762183;20,000000;20,000003
93,957115;20,000000;20,000007
94,152047;20,000000;20,000015
94,346979;20,000000;20,000032
94,541910;20,000000;20,000067
94,736842;20,000001;20,000137
94,931774;20,000005;20,000277
95,126706;20,000018;20,000554
95,321637;20,000057;20,001092
95,516569;20,000167;20,002123
95,711501;20,000457;20,004064
95,906433;20,001181;20,007664
96,101365;20,002890;20,014226
96,296296;20,006709;20,025982
96,491228;20,014854;20,046658
96,686160;20,031405;20,082347
96,881092;20,063626;20,142750
97,076023;20,123694;20,242929
97,270955;20,231342;20,405618
97,465887;20,416757;20,664134
97,660819;20,724634;21,065789
97,855750;21,217415;21,675527
98,050682;21,979572;22,579295
98,245614;23,118602;23,886391
98,440546;24,766833;25,729844
98,635478;27,076268;28,263773
98,830409;30,215141;31,656887
99,025341;34,353801;36,081691
99,220273;39,656151;41,699785
99,415205;46,258007;48,644563
99,610136;54,258685;57,003559
99,805068;63,698281;66,803293
100,000000;74,973873;77,999467
