X;Explicit
6,149341;20,000000
6,154222;20,000000
6,159102;20,000000
6,163982;20,000000
6,168863;20,000000
6,173743;20,000000
6,178624;20,000000
6,183504;20,000000
6,188385;20,000000
6,193265;20,000000
6,198145;20,000000
6,203026;20,000000
6,207906;20,000000
6,212787;20,000000
6,217667;20,000000
6,222548;20,000000
6,227428;20,000000
6,232308;20,000000
6,237189;20,000000
6,242069;20,000000
6,246950;20,000000
6,251830;20,000000
6,256711;20,000000
6,261591;20,000000
6,266471;20,000000
6,271352;20,000000
6,276232;20,000000
6,281113;20,000000
6,285993;20,000000
6,290874;20,000000
6,295754;20,000000
6,300634;20,000000
6,305515;20,000000
6,310395;20,000000
6,315276;20,000000
6,320156;20,000000
6,325037;20,000000
6,329917;20,000000
6,334797;20,000000
6,339678;20,000000
6,344558;20,000000
6,349439;20,000000
6,354319;20,000000
6,359200;20,000000
6,364080;20,000000
6,368960;20,000000
6,373841;20,000000
6,378721;20,000000
6,383602;20,000000
6,388482;20,000000
6,393363;20,000000
6,398243;20,000000
6,403123;20,000000
6,408004;20,000000
6,412884;20,000000
6,417765;20,000000
6,422645;20,000000
6,427526;20,000000
6,432406;20,000000
6,437286;20,000000
6,442167;20,000000
6,447047;20,000000
6,451928;20,000000
6,456808;20,000000
6,461689;20,000000
6,466569;20,000000
6,471449;20,000000
6,476330;20,000000
6,481210;20,000000
6,486091;20,000000
6,490971;20,000000
6,495852;20,000000
6,500732;20,000000
6,505612;20,000000
6,510493;20,000000
6,515373;20,000000
6,520254;20,000000
6,525134;20,000000
6,530015;20,000000
6,534895;20,000000
6,539776;20,000000
6,544656;20,000000
6,549536;20,000000
6,554417;20,000000
6,559297;20,000000
6,564178;20,000000
6,569058;20,000000
6,573939;20,000000
6,578819;20,000000
6,583699;20,000000
6,588580;20,000000
6,593460;20,000000
6,598341;20,000000
6,603221;20,000000
6,608102;20,000000
6,612982;20,000000
6,617862;20,000000
6,622743;20,000000
6,627623;20,000000
6,632504;20,000000
6,637384;20,000000
6,642265;20,000000
6,647145;20,000000
6,652025;20,000000
6,656906;20,000000
6,661786;20,000000
6,666667;20,000000
6,671547;20,000000
6,676428;20,000000
6,681308;20,000000
6,686188;20,000000
6,691069;20,000000
6,695949;20,000000
6,700830;20,000000
6,705710;20,000000
6,710591;20,000000
6,715471;20,000000
6,720351;20,000000
6,725232;20,000000
6,730112;20,000000
6,734993;20,000000
6,739873;20,000000
6,744754;20,000000
6,749634;20,000000
6,754514;20,000000
6,759395;20,000000
6,764275;20,000000
6,769156;20,000000
6,774036;20,000000
6,778917;20,000000
6,783797;20,000000
6,788677;20,000000
6,793558;20,000000
6,798438;20,000000
6,803319;20,000000
6,808199;20,000000
6,813080;20,000000
